,DM hlswan if smthing is wrong,,,,,,,MINECRAFT 1.16+ RSG ANY% SUB-10 LEADERBOARD,,,,,,,,,OVERWORLD,,,,,FIRST STRUCTURE,,,,,SECOND STRUCTURE,,,,BLAZE RATES,,,,S2-E1,ALL RODS?,NETHER EXITS,OVERWORLD II,,,,,,,,,,,THEOR BLIND,NETHER SPLIT,TOTAL NETHER,TOTAL OW2,POST BLIND,STRUC2 TO FINISH,STRUC2 EX TO SH,STRONGHOLD,,,FRAMES FILLED,THE END,,,,,,,,,,,,Bastion Information,,,,Barter/Chest Loot Information,,,,,,TIMELOSS
,last updated 2/17/26,,,,,WR,PB,,,,,,,,,,TYPE,,PORTAL,NETHER,NE-S1,ENTER,TYPE,SPLIT,EXIT,S1-S2,ENTER,TYPE,SPLIT,EXIT,,DROPPED,KILLED,DECIMAL,,,,EXIT 1,TYPE,TRIANG,THROWN,BREAK,LEFT,T LOSS,REENTER,TO 2ND,DIST,EXIT 2,,,,,,,,ENTER,STRAT,SPLIT,,ENTER,STRAT,X USED,ZERO XPLOSIVES,PERCH XPLOSIVES,CG,NODE,TH,TOWER,SH,SPLIT,CREDITS,TYPE,ROUTE,CC,INFO,Obi,String,Glowst,Arrows,Pearls,Cobi,
,444,-,,🇳🇴,skycrab1,,🗙,9:44.489,9:44.489,08 Feb 2025,(U),76808428139630285,,,https://www.youtube.com/watch?v=A1g4bfj2Byw&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=115,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,445,-,,🇸🇪,Crookst,,🗙,9:44.556,9:44.556,14 Mar 2022,(U),Unknown,06,Yes,https://www.youtube.com/watch?v=31OsmvNWQaE,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,446,-,,🇺🇸,Zylenox,,🗙,9:38.527,9:44.801,09 Feb 2023,(U),-3251173191348135293,15,Yes,https://www.youtube.com/watch?v=FS5mcKtJB7M,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,447,-,,🇵🇱,watermelon1708,,🗙,9:42.792,9:44.899,29 Jul 2025,(U),unknown,,,https://www.youtube.com/watch?v=HecWdO0ujt8,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,448,-,,🇩🇪,jason_n,,✔,9:44.284,9:44.931,01 May 2024,(V),-7717725771183973328,,,https://www.speedrun.com/mc/runs/y8w63edy,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,449,-,,🇳🇴,skycrab1,,🗙,9:45.037,9:45.037,23 Oct 2025,(U),unknown,,,https://www.youtube.com/watch?v=T9vM7OUlcEI&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=146,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,450,-,,🇳🇴,skycrab1,,🗙,9:42.436,9:45.242,03 Aug 2024,(U),-2702230192878188102,,,https://www.youtube.com/watch?v=-sDFnCpd8j4&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=46,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,451,-,,🇺🇸,doogile,,🗙,9:42.858,9:45.286,13 Mar 2023,(U),7973705383474527466,,,https://www.youtube.com/watch?v=Cf8Sk1XdjME,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,452,-,,🇵🇱,watermelon1708,,🗙,9:44.114,9:45.496,26 Sep 2024,(U),unknown,,,https://www.youtube.com/watch?v=fT6s7ACmW9o,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,453,-,,🇮🇹,drip120,,🗙,9:45.216,9:45.567,12 Jan 2026,(U),unknown,,,https://www.youtube.com/watch?v=ZZyjifZwkio,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,454,-,,🇸🇰,NoFear1337,,🗙,9:44.152,9:44.152,09 Dec 2023,(U),unknown,,,https://www.youtube.com/watch?v=rlc36sXmCDk,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,455,-,,🇳🇴,skycrab1,,🗙,9:44.649,9:44.649,10 Oct 2024,(U),-1175900086044057204,,,https://www.youtube.com/watch?v=A-29KTnAD2I&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=82,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,456,-,,🇩🇰,Bloopy,,🗙,9:42.547,9:45.668,23 May 2024,(U),7218213766237196138,,,https://www.youtube.com/watch?v=0A2pZcw7nKA,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,457,-,,🇩🇰,Bloopy,,🗙,9:44.536,9:45.834,08 May 2024,(U),5767139754953530122,,,https://www.youtube.com/watch?v=t48Dg8QRZ7I,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,458,-,,🇺🇸,doogile,,🗙,9:46.008,9:46.008,16 Aug 2024,(U),see video,,,https://www.youtube.com/watch?v=Qf_GLwKVINE,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,459,-,,🇺🇸,doogile,,🗙,9:46.009,9:46.009,22 May 2025,(U),-3736586617850065730,,,https://www.youtube.com/watch?v=ccQtcViua94,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,460,-,,🇨🇦,Aquacorde,,🗙,9:46.107,9:46.107,27 Jun 2024,(U),9049033619582385475,,,https://www.youtube.com/watch?v=Ye9k6KJM768,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,461,-,,🇩🇰,Bloopy,,🗙,9:46.158,9:46.158,08 Mar 2025,(U),6216282210011845491,,,https://www.youtube.com/watch?v=ONuQrlNvhS8,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,462,-,,🇩🇰,Bloopy,,🗙,9:46.195,9:46.195,20 Jan 2025,(U),-7985963383704728573,,,https://www.youtube.com/watch?v=29tEBxruVpI,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,463,-,,🇨🇦,Aquacorde,,🗙,9:46.271,9:46.271,28 Mar 2025,(U),-07976283618262231963,,,https://www.youtube.com/watch?v=jSkSLZfGAwQ,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,464,-,,🇩🇰,Bloopy,,🗙,9:46.391,9:46.391,27 Jun 2024,(U),-7127755779148304965,,,https://www.youtube.com/watch?v=NYuEksXYaCU,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,465,-,,🇨🇦,NoHacsJustRoblox,,✔,9:45.421,9:46.316,13 Jan 2024,(U),-4263921606035060816,,,https://www.youtube.com/watch?v=6KMSa52qjCM,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,466,-,,🇺🇸,thecamo6,,✔,9:45.287,9:46.653,02 Jan 2023,(V),-4279335892801629149,,,https://www.speedrun.com/mc/runs/ydg0jj0y,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,467,-,,🇺🇸,doogile,,🗙,9:41.283,9:46.909,28 Oct 2023,(U),8031767395139939967,,,https://www.youtube.com/watch?v=qMYf-lt2Gik,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,468,-,,🇺🇸,doogile,,🗙,9:45.866,9:47.031,17 Jan 2024,(U),659506891402994010,,,https://www.youtube.com/watch?v=xvG0ou32Tn4,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,469,-,,🇬🇧,Kxpow,,🗙,9:41.724,9:47.267,03 Nov 2023,(U),-4292657386397314439,09,Yes,https://www.youtube.com/watch?v=Mvek4DydEWs,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,470,-,,🇳🇴,skycrab1,,🗙,9:46.198,9:47.329,23 Jul 2024,(U),-8584715713734940155,,,https://www.youtube.com/watch?v=SxKsNmBrYIo&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=44,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,471,-,,🇨🇦,NoHacsJustRoblox,,🗙,9:43.761,9:47.778,10 Nov 2023,(V),-4347952844736501796,,,https://www.speedrun.com/mc/runs/mr26ln4y,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,472,-,,🇨🇦,NoHacsJustRoblox,,🗙,9:46.999,9:47.999,11 Oct 2024,(U),unknown,,,https://www.youtube.com/watch?v=sbS8Zko1TlQ,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,473,-,,🇨🇦,Aquacorde,,🗙,9:48.026,9:48.026,22 Feb 2024,(U),9118196624093387626,,,https://www.youtube.com/watch?v=mIFXvcg5exc,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,474,-,,🇸🇰,NoFear1337,,🗙,9:48.163,9:48.213,27 Aug 2023,(U),unknown,,,https://www.youtube.com/watch?v=z-TqSwvseQM,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,475,-,,🇳🇴,skycrab1,,🗙,9:47.690,9:48.353,19 Jul 2024,(U),-209222904514390450,,,https://www.youtube.com/watch?v=SHAbsCkd9IA&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=42,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,476,-,,🇺🇸,Zylenox,,🗙,9:43.663,9:48.405,23 Dec 2022,(U),4650296313107653918,,,https://www.youtube.com/watch?v=c6A7e74XY5g,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,477,-,,🇺🇸,meebie,,✔,9:47.567,9:48.735,13 Mar 2023,(V),5085481578685051061,12,Yes,https://www.speedrun.com/mc/run/yj8eo2gm,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,478,-,,🇸🇰,NoFear1337,,🗙,9:46.172,9:48.868,04 Nov 2025,(U),unknown,,,https://www.youtube.com/watch?v=nWG0IBAK484,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,479,-,,🇳🇴,skycrab1,,🗙,9:48.787,9:49.039,08 Dec 2025,(U),unknown,,,https://www.youtube.com/watch?v=nuRVx79nIxg&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=155,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,480,-,,🇳🇴,skycrab1,,🗙,9:49.051,9:49.051,07 Sep 2024,(U),-5901488670443987544,,,https://www.youtube.com/watch?v=QTUOtzq4PCM&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=65,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,481,-,,🇸🇪,Crookst,,🗙,9:49.408,9:49.408,24 May 2022,(U),unknown,06,Yes,https://www.youtube.com/watch?v=uV8TKcBR9fY,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,482,-,,🇬🇧,Kxpow,,🗙,9:40.156,9:49.436,30 Jul 2023,(U),-5875652353814320049,08,Yes,https://www.youtube.com/watch?v=c4mVL3Qoois,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,483,-,,🇺🇸,doogile,,🗙,9:48.125,9:49.511,22 Jan 2023,(U),-5847241643383056057,,,https://www.youtube.com/watch?v=svPe9bvWOZs,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,484,-,,🇺🇸,Zylenox,,🗙,9:46.820,9:49.532,02 Jul 2023,(U),8044565015290039310,15,Yes,https://www.youtube.com/watch?v=sDcIlMtOOmE,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,485,-,,🇧🇪,boyenn,,🗙,9:46.577,9:46.697,09 Mar 2025,(U),unknown,,,https://www.youtube.com/watch?v=V12SrHOwNBQ,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,486,-,,🇳🇴,skycrab1,,🗙,9:49.773,9:49.773,18 Nov 2024,(U),8995165694867144478,,,https://www.youtube.com/watch?v=OrzWR9MX7RQ&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=96,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,487,-,,🇵🇱,watermelon1708,,🗙,9:49.338,9:49.896,15 Aug 2024,(U),unknown,,,https://www.youtube.com/watch?v=N1MKoW8JtrU,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,488,-,,🇳🇴,skycrab1,,🗙,9:49.969,9:50.065,13 Nov 2024,(U),4962570127198828524,,,https://www.youtube.com/watch?v=6eV5G75VplI&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=93,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,489,-,,🇺🇸,doogile,,🗙,9:49.649,9:50.424,12 Sep 2023,(U),-1655592444366996481,,,https://www.youtube.com/watch?v=FBTXjli9DBQ,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,490,-,,🇸🇰,NoFear1337,,🗙,9:50.463,9:50.463,20 Aug 2023,(U),unknown,,,https://www.youtube.com/watch?v=48-PM4b2mhk,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,491,-,,🇳🇴,skycrab1,,🗙,9:49.721,9:50.491,21 Jun 2024,(U),-6497843382079027047,,,https://www.youtube.com/watch?v=F8E2ivfO0zk&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=37,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,492,-,,🇺🇸,doogile,,🗙,9:39.067,9:50.542,28 Oct 2023,(U),9080996345703823922,,,https://www.youtube.com/watch?v=_V6MkKldJvY,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,493,-,,🇳🇴,skycrab1,,🗙,9:50.665,9:50.665,23 Sep 2024,(U),2493200409668593062,,,https://www.youtube.com/watch?v=EEEQo8N6gQU&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=72,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,494,-,,🇺🇸,doogile,,🗙,9:43.048,9:50.671,06 Jun 2023,(U),5486779662085254088,,,https://www.youtube.com/watch?v=GNfBvK-DdeI,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,495,-,,🇨🇦,Aquacorde,,🗙,9:50.705,9:50.705,28 May 2025,(U),1875131557642639498,,,https://www.youtube.com/watch?v=WHI4EIF361I,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,496,-,,🇳🇴,skycrab1,,🗙,9:48.924,9:50.706,14 Apr 2024,(U),unknown,,,https://www.youtube.com/watch?v=sr2kZbeK9UA&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=15,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,497,-,,🇺🇸,doogile,,🗙,9:49.586,9:50.726,23 Jan 2024,(U),-584548052417778455,,,https://www.youtube.com/watch?v=ql5yaRF0gCE,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,498,-,,🇳🇴,skycrab1,,🗙,9:50.792,9:50.792,07 Nov 2024,(U),7554489611952099407,,,https://www.youtube.com/watch?v=6-ETpuXoEEk&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=91,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,499,-,,🇮🇹,drip120,,✔,9:50.878,9:50.878,04 Oct 2023,(V),-1789423009707373733,,Yes,https://www.speedrun.com/mc/runs/y6q50l6z,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,500,-,,🇸🇰,NoFear1337,,🗙,9:48.795,9:51.150,17 Jun 2025,(U),unknown,,,https://www.youtube.com/watch?v=EZF1Z0DG-74,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,501,-,,🇳🇴,skycrab1,,🗙,9:51.158,9:51.158,08 Dec 2025,(U),unknown,,,https://www.youtube.com/watch?v=fKGyoMdXDzc&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=156,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,502,-,,🇳🇴,skycrab1,,🗙,9:51.202,9:51.202,09 Oct 2024,(U),6786942152196432309,,,https://www.youtube.com/watch?v=qIX6RDLk3Fw&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=79,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,503,-,,🇳🇴,skycrab1,,🗙,9:51.237,9:51.237,04 Sep 2024,(U),-5564102044404778436,,,https://www.youtube.com/watch?v=J6913JzSFoI&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=63,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,504,-,,🇮🇹,drip120,,🗙,9:49.755,9:51.238,17 Dec 2025,(U),unknown,,,https://www.youtube.com/watch?v=wz6HL9sHv3A,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,505,-,,🇬🇧,priffie,,✔,9:52.129,9:52.129,06 Apr 2023,(V),-6774371518579710751,12,Yes,https://www.speedrun.com/mc/run/y4g4q23y,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,506,-,,🇩🇰,Bloopy,,🗙,9:51.888,9:52.213,01 Dec 2024,(U),-585511820718115060,,,https://www.youtube.com/watch?v=NZGdtGg7EMI,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,507,-,,🇺🇸,doogile,,🗙,9:47.627,9:52.339,30 Mar 2025,(U),unknown,,,https://www.youtube.com/watch?v=qhwp9ohvjNc,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,508,-,,🇧🇪,boyenn,,🗙,9:52.329,9:52.329,02 May 2025,(U),unknown,,,https://www.youtube.com/watch?v=d_SBrMIiMm4,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,509,-,,🇸🇰,NoFear1337,,🗙,9:50.254,9:52.607,29 Aug 2025,(U),unknown,,,https://www.youtube.com/watch?v=1CSaPJ3zD9E,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,510,-,,🇸🇰,NoFear1337,,🗙,9:52.674,9:52.674,14 Jul 2023,(U),3311070428506478041,,,https://www.youtube.com/watch?v=0xG_Me1Rz5g,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,511,-,,🇸🇰,NoFear1337,,🗙,9:51.200,9:52.693,27 Nov 2024,(U),unknown,,,https://www.youtube.com/watch?v=fOaCQDFWOJY&list=PLaTJSsRuu2UeeWabBBfNVWALvnefBoL2C&index=14,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
