flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),depracated,link,minutes,seconds,milliseconds,total_milliseconds,total_seconds,rounding,current_wr,normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_dropped,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<400,400-1000,1000-1500,1500-2000,200+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type,bastion_route,chests_checked,depracated,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,timeloss 
🇳🇴,skycrab1,0,0,9:44.424,9:44.424,26 Oct 2024,553,(U),-5203179418336138120,,,https://www.youtube.com/watch?v=FwxAelAatn8&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=89,9,44,424,584424,584,0,410359,1.424177367,421494,1.386553545,-0.0019,0.3497,4,94.6107,138.8181,118.0852,6.04181,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:44.489,9:44.489,08 Feb 2025,448,(U),76808428139630285,,,https://www.youtube.com/watch?v=A1g4bfj2Byw&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=115,9,44,489,584489,584,0,410359,1.424335765,421494,1.386707759,-0.0019,0.4269,4,115.4486,138.5152,117.8129,6.04643,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇪,Crookst,0,0,9:44.556,9:44.556,14 Mar 2022,1510,(U),Unknown,06,Yes,https://www.youtube.com/watch?v=31OsmvNWQaE,9,44,556,584556,585,1,410359,1.424499036,548820,1.065114245,-0.0019,0.0568,4,44.0986,682.6843,117.5326,6.05121,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:44.649,9:44.649,10 Oct 2024,569,(U),-1175900086044057204,,,https://www.youtube.com/watch?v=A-29KTnAD2I&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=82,9,44,649,584649,585,1,410359,1.424725667,421494,1.387087361,-0.0019,0.3392,4,91.6366,137.7711,117.1442,6.05784,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Zylenox,0,0,9:38.527,9:44.801,09 Feb 2023,1178,(U),-3251173191348135293,15,Yes,https://www.youtube.com/watch?v=FS5mcKtJB7M,9,44,801,584801,585,1,410359,1.425096074,465828,1.255401135,-0.0019,0.1067,4,42.9370,251.4893,116.5112,6.06869,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,watermelon1708,0,0,9:42.792,9:44.899,29 Jul 2025,277,(U),unknown,,,https://www.youtube.com/watch?v=HecWdO0ujt8,9,44,899,584899,585,1,410359,1.42533489,410359,1.42533489,-0.0019,0.5908,4,143.1407,116.1042,116.1042,6.07569,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇪,jason_n,0,1,9:44.284,9:44.931,01 May 2024,731,(V),-7717725771183973328,,,https://www.speedrun.com/mc/runs/y8w63edy,9,44,931,584931,585,1,410359,1.42541287,421494,1.387756409,-0.0019,0.2493,4,67.2288,136.4654,115.9714,6.07798,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:45.037,9:45.037,23 Oct 2025,191,(U),unknown,,,https://www.youtube.com/watch?v=T9vM7OUlcEI&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=146,9,45,37,585037,585,0,410359,1.425671181,410359,1.425671181,-0.0019,0.6957,4,168.3903,115.5325,115.5325,6.08557,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:42.436,9:45.242,03 Aug 2024,637,(U),-2702230192878188102,,,https://www.youtube.com/watch?v=-sDFnCpd8j4&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=46,9,45,242,585242,585,0,410359,1.426170743,421494,1.388494261,-0.0019,0.2981,4,80.2042,135.0339,114.6865,6.10027,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:42.858,9:45.286,13 Mar 2023,1146,(U),7973705383474527466,,,https://www.youtube.com/watch?v=Cf8Sk1XdjME,9,45,286,585286,585,0,410359,1.426277966,465828,1.256442292,-0.0019,0.1133,4,45.4775,248.2508,114.5054,6.10343,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,watermelon1708,0,0,9:44.114,9:45.496,26 Sep 2025,218,(U),unknown,,,https://www.youtube.com/watch?v=fT6s7ACmW9o,9,45,496,585496,585,0,410359,1.426789713,410359,1.426789713,-0.0019,0.6609,4,159.4687,113.6437,113.6437,6.11852,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇮🇹,drip120,0,0,9:45.216,9:45.567,12 Jan 2026,110,(U),unknown,,,https://www.youtube.com/watch?v=ZZyjifZwkio,9,45,567,585567,586,1,410359,1.426962733,410359,1.426962733,-0.0019,0.8114,4,195.6960,113.3532,113.3532,6.12363,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,sadekeppi,0,1,9:45.154,9:45.634,11 Jun 2024,690,(V),-3039294032806863041,,,https://www.speedrun.com/mc/runs/yjo700dz,9,45,634,585634,586,1,410359,1.427126004,421494,1.389424286,-0.0019,0.2696,4,72.3270,133.2424,113.0796,6.12846,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇰,Bloopy,0,0,9:42.547,9:45.668,23 May 2024,709,(U),7218213766237196138,,,https://www.youtube.com/watch?v=0A2pZcw7nKA,9,45,668,585668,586,1,410359,1.427208859,421494,1.389504951,-0.0019,0.2600,4,69.7464,133.0877,112.9409,6.13091,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇰,Bloopy,0,0,9:44.536,9:45.834,08 May 2024,724,(U),5767139754953530122,,,https://www.youtube.com/watch?v=t48Dg8QRZ7I,9,45,834,585834,586,1,410359,1.427613382,421494,1.389898789,-0.0019,0.2527,4,67.7098,132.3338,112.2651,6.14288,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,AndrewCrow,0,1,9:43.880,9:45.961,18 Oct 2024,561,(V),-6157791681411663320,,,https://www.speedrun.com/mc/runs/z0q0r8om,9,45,961,585961,586,1,410359,1.427922868,421494,1.390200098,-0.0019,0.3444,4,92.2096,131.7588,111.7499,6.15206,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,okshey,0,0,9:46.003,9:46.003,09 Nov 2025,174,(U),unknown,,,https://www.youtube.com/watch?v=fWRA9j5_-ZI,9,46,3,586003,586,0,410359,1.428025217,410359,1.428025217,-0.0019,0.7185,4,172.7741,111.5798,111.5798,6.15510,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:46.008,9:46.008,16 Aug 2024,624,(U),see video,,,https://www.youtube.com/watch?v=Qf_GLwKVINE,9,46,8,586008,586,0,410359,1.428037401,421494,1.390311606,-0.0019,0.3056,4,81.7809,131.5464,111.5596,6.15546,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:46.009,9:46.009,22 May 2025,345,(U),-3736586617850065730,,,https://www.youtube.com/watch?v=ccQtcViua94,9,46,9,586009,586,0,410359,1.428039838,421494,1.390313978,-0.0019,0.5192,4,138.9532,131.5419,111.5555,6.15553,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,0,9:46.107,9:46.107,27 Jun 2024,674,(U),9049033619582385475,,,https://www.youtube.com/watch?v=Ye9k6KJM768,9,46,107,586107,586,0,410359,1.428278654,421494,1.390546485,-0.0019,0.2779,4,74.3191,131.0997,111.1594,6.16262,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇰,Bloopy,0,0,9:46.158,9:46.158,08 Mar 2025,420,(U),6216282210011845491,,,https://www.youtube.com/watch?v=ONuQrlNvhS8,9,46,158,586158,586,0,410359,1.428402935,421494,1.390667483,-0.0019,0.4502,4,120.3760,130.8699,110.9535,6.16632,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇰,Bloopy,0,0,9:46.195,9:46.195,20 Jan 2025,467,(U),-7985963383704728573,,,https://www.youtube.com/watch?v=29tEBxruVpI,9,46,195,586195,586,0,410359,1.4284931,421494,1.390755266,-0.0019,0.4118,4,110.0646,130.7033,110.8044,6.16900,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,0,9:46.271,9:46.271,28 Mar 2025,400,(U),-07976283618262231963,,,https://www.youtube.com/watch?v=jSkSLZfGAwQ,9,46,271,586271,586,0,410359,1.428678304,421494,1.390935577,-0.0019,0.4677,4,124.9419,130.3616,110.4984,6.17451,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇰,Bloopy,0,0,9:46.391,9:46.391,27 Jun 2024,674,(U),-7127755779148304965,,,https://www.youtube.com/watch?v=NYuEksXYaCU,9,46,391,586391,586,0,410359,1.428970731,421494,1.391220278,-0.0019,0.2779,4,74.1752,129.8231,110.0163,6.18322,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,NoHacsJustRoblox,0,1,9:45.421,9:46.316,13 Jan 2024,840,(U),-4263921606035060816,,,https://www.youtube.com/watch?v=6KMSa52qjCM,9,46,316,586316,586,0,410359,1.428787964,421494,1.39104234,-0.0019,0.2027,4,54.1383,130.1595,110.3174,6.17777,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,okshey,0,0,9:44.147,9:46.558,28 Aug 2025,247,(U),unknown,,,https://www.youtube.com/watch?v=YU2CeRzbikQ,9,46,558,586558,587,1,410359,1.429377691,410359,1.429377691,-0.0019,0.6254,4,149.8296,109.3476,109.3476,6.19535,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,thecamo6,0,1,9:45.287,9:46.653,02 Jan 2023,1216,(V),-4279335892801629149,,,https://www.speedrun.com/mc/runs/ydg0jj0y,9,46,653,586653,587,1,410359,1.429609196,495537,1.183873253,-0.0019,0.0992,4,50.5109,351.0277,108.9683,6.20227,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:41.283,9:46.909,28 Oct 2023,917,(U),8031767395139939967,,,https://www.youtube.com/watch?v=qMYf-lt2Gik,9,46,909,586909,587,1,410359,1.43023304,465828,1.259926411,-0.0019,0.1751,4,69.4941,237.5523,107.9505,6.22093,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇬🇧,DECTHEELITE,0,1,9:45.625,9:47.012,08 Jul 2022,1394,(V),-7457612752333916459,,,https://www.speedrun.com/mc/runs/m33v8k4m,9,47,12,587012,587,0,410359,1.43048404,548820,1.069589301,-0.0019,0.0708,4,54.0579,657.6925,107.5427,6.22846,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:45.866,9:47.031,17 Jan 2024,836,(U),659506891402994010,,,https://www.youtube.com/watch?v=xvG0ou32Tn4,9,47,31,587031,587,0,410359,1.430530341,421494,1.392738687,-0.0019,0.2043,4,54.2860,126.9739,107.4675,6.22985,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,AndrewCrow,0,0,9:45.854,9:47.136,26 Feb 2025,430,(U),unknown,,,https://www.youtube.com/watch?v=mYqtUu-wQLA,9,47,136,587136,587,0,410359,1.430786214,421494,1.392987801,-0.0019,0.4418,4,117.3254,126.5101,107.0530,6.23752,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇿,Kxpow,0,0,9:41.724,9:47.267,03 Nov 2023,911,(U),-4292657386397314439,09,Yes,https://www.youtube.com/watch?v=Mvek4DydEWs,9,47,267,587267,587,0,410359,1.431105447,465828,1.260694935,-0.0019,0.1771,4,70.1196,235.2218,106.5372,6.24712,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,meebie,0,0,9:47.293,9:47.293,28 Mar 2024,765,(U),unknown,,,https://www.youtube.com/watch?v=iyNfS8lVaQA&list=PLaTJSsRuu2Ufk7cX7bUTt9V-IJxa8wqSM&index=11,9,47,293,587293,587,0,410359,1.431168806,421494,1.393360285,-0.0019,0.2338,4,62.0154,125.8185,106.4350,6.24902,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:46.198,9:47.329,23 Jul 2024,648,(U),-8584715713734940155,,,https://www.youtube.com/watch?v=SxKsNmBrYIo&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=44,9,47,329,587329,587,0,410359,1.431256534,421494,1.393445696,-0.0019,0.2919,4,77.4348,125.6602,106.2936,6.25166,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,AndrewCrow,0,0,9:42.268,9:47.403,27 Apr 2025,370,(U),unknown,,,https://www.youtube.com/watch?v=463kp9iPmH4,9,47,403,587403,587,0,410359,1.431436864,421494,1.393621262,-0.0019,0.4951,4,131.2538,125.3353,106.0034,6.25709,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,sadekeppi,0,0,9:47.221,9:47.714,22 Nov 2025,161,(U),unknown,,,https://www.youtube.com/watch?v=0bzWARh6UHk,9,47,714,587714,588,1,410359,1.432194737,410359,1.432194737,-0.0019,0.7365,4,175.0415,104.7890,104.7890,6.27994,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,NoHacsJustRoblox,0,0,9:43.761,9:47.778,10 Nov 2023,904,(V),-4347952844736501796,,,https://www.speedrun.com/mc/runs/mr26ln4y,9,47,778,587778,588,1,410359,1.432350698,465828,1.261791906,-0.0019,0.1795,4,70.8117,231.9139,104.5402,6.28466,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,NoHacsJustRoblox,0,0,9:46.999,9:47.999,11 Oct 2024,568,(U),unknown,,,https://www.youtube.com/watch?v=sbS8Zko1TlQ,9,47,999,587999,588,1,410359,1.432889251,421494,1.395035279,-0.0019,0.3399,4,89.7364,122.7370,103.6840,6.30095,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,0,9:48.026,9:48.026,22 Feb 2024,800,(U),9118196624093387626,,,https://www.youtube.com/watch?v=mIFXvcg5exc,9,48,26,588026,588,0,410359,1.432955047,421494,1.395099337,-0.0019,0.2187,4,57.7367,122.6201,103.5797,6.30295,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,9:48.163,9:48.213,27 Aug 2023,979,(U),unknown,,,https://www.youtube.com/watch?v=z-TqSwvseQM,9,48,213,588213,588,0,410359,1.433410745,465828,1.262725727,-0.0019,0.1557,4,61.2256,229.1155,102.8592,6.31677,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:47.690,9:48.353,19 Jul 2024,652,(U),-209222904514390450,,,https://www.youtube.com/watch?v=SHAbsCkd9IA&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=42,9,48,353,588353,588,0,410359,1.43375191,421494,1.395875149,-0.0019,0.2897,4,76.3150,121.2095,102.3218,6.32713,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Zylenox,0,0,9:43.663,9:48.405,23 Dec 2022,1226,(U),4650296313107653918,,,https://www.youtube.com/watch?v=c6A7e74XY5g,9,48,405,588405,588,0,410359,1.433878628,495537,1.187408811,-0.0019,0.0974,4,48.9726,337.0597,102.1227,6.33099,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,meebie,0,1,9:47.567,9:48.735,13 Mar 2023,1146,(V),5085481578685051061,12,Yes,https://www.speedrun.com/mc/run/yj8eo2gm,9,48,735,588735,589,1,410359,1.434682802,465828,1.263846312,-0.0019,0.1133,4,44.4212,225.7788,100.8648,6.35549,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,okshey,0,0,9:45.350,9:48.739,09 Jun 2025,327,(U),-7611614719566896812,,,https://www.youtube.com/watch?v=im7AKnGBPGA,9,48,739,588739,589,1,410359,1.43469255,421494,1.396790939,-0.0019,0.5372,4,141.1391,119.5572,100.8496,6.35579,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,AndrewCrow,0,0,9:48.071,9:48.755,06 Jul 2025,300,(U),unknown,,,https://www.youtube.com/watch?v=G3w8ujqom1I,9,48,755,588755,589,1,410359,1.43473154,410359,1.43473154,-0.0019,0.5655,4,133.4657,100.7889,100.7889,6.35698,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,9:46.172,9:48.868,04 Nov 2025,179,(U),unknown,,,https://www.youtube.com/watch?v=nWG0IBAK484,9,48,868,588868,589,1,410359,1.435006909,410359,1.435006909,-0.0019,0.7117,4,167.8342,100.3607,100.3607,6.36539,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:48.787,9:49.039,08 Dec 2025,145,(U),unknown,,,https://www.youtube.com/watch?v=nuRVx79nIxg&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=155,9,49,39,589039,589,0,410359,1.435423617,410359,1.435423617,-0.0019,0.7592,4,178.8264,99.7149,99.7149,6.37813,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:49.051,9:49.051,07 Sep 2024,602,(U),-5901488670443987544,,,https://www.youtube.com/watch?v=QTUOtzq4PCM&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=65,9,49,51,589051,589,0,410359,1.43545286,421494,1.397531163,-0.0019,0.3186,4,83.5234,118.2319,99.6696,6.37903,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,sadekeppi,0,0,9:49.103,9:49.103,22 Nov 2025,161,(U),unknown,,,https://www.youtube.com/watch?v=qKrWvNJtuGc,9,49,103,589103,589,0,410359,1.435579578,410359,1.435579578,-0.0019,0.7365,4,173.3965,99.4738,99.4738,6.38291,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,kazzruns,0,1,9:47.765,9:49.408,21 Oct 2024,558,(V),-5518127791753338364,,,https://www.speedrun.com/mc/runs/y6ejg9jz,9,49,408,589408,589,0,410359,1.43632283,421494,1.39837815,-0.0019,0.3464,4,90.5863,116.7266,98.3304,6.40572,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇪,Crookst,0,0,9:49.408,9:49.408,24 May 2022,1439,(U),unknown,06,Yes,https://www.youtube.com/watch?v=uV8TKcBR9fY,9,49,408,589408,589,0,410359,1.43632283,548820,1.073955031,-0.0019,0.0650,4,48.8260,633.1576,98.3304,6.40572,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇿,Kxpow,0,0,9:40.156,9:49.436,30 Jul 2023,1007,(U),-5875652353814320049,08,Yes,https://www.youtube.com/watch?v=c4mVL3Qoois,9,49,436,589436,589,0,410359,1.436391062,465828,1.26535116,-0.0019,0.1476,4,57.5732,221.3352,98.2259,6.40781,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:48.125,9:49.511,22 Jan 2023,1196,(U),-5847241643383056057,,,https://www.youtube.com/watch?v=svPe9bvWOZs,9,49,511,589511,590,1,410359,1.436573829,495537,1.189640733,-0.0019,0.1031,4,51.4572,328.3413,97.9462,6.41343,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Zylenox,0,0,9:46.820,9:49.532,02 Jul 2023,1035,(U),8044565015290039310,15,Yes,https://www.youtube.com/watch?v=sDcIlMtOOmE,9,49,532,589532,590,1,410359,1.436625004,465828,1.265557244,-0.0019,0.1399,4,54.5548,220.7300,97.8680,6.41501,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,okshey,0,0,9:44.226,9:49.660,16 Apr 2025,381,(U),-1149895041785241433,,,https://www.youtube.com/watch?v=FwZbmFXsgSw,9,49,660,589660,590,1,410359,1.436936926,421494,1.398976023,-0.0019,0.4849,4,126.5823,115.6713,97.3921,6.42461,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
