flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),calc(depracated),link,minutes,seconds,milliseconds,total_milliseconds,retime_ms,retime,current_wr,cur_wr_normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_collected,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<500,500-1000,1000-1500,1500-2000,2000+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type_2,bastion_route,chests_checked,depracated_bastion_info,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,days_since_2,elo_weight,elo,timeloss
?,maydough,0,1,7:40.098,7:45.924,04 May 2026,64,(Q),6846477327571075390,,,https://www.youtube.com/watch?v=AOm4aphnE44,7,45,924,465924,5826,5.826,460098,1.135405828,410359,1.135405828,,0.9685,1.316263957,81.9425,84.6071,821.9820,1.54372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,7:46.784,7:46.784,20 May 2026,48,(U),-860262448598208531,,,https://youtu.be/nDX-9uxon4Y?si=uPyRZwkBgJizZuOD,7,46,784,466784,0,0,466784,1.137501554,410359,1.137501554,,0.9763,1.332066058,82.2328,84.2303,817.2831,1.56612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇮🇱,orachi,0,1,7:43.169,7:47.566,08 Jul 2025,364,(V),4897417229505621926,,Yes,https://www.speedrun.com/mc/runs/me2eeo2m,7,47,566,467566,4397,4.397,463169,1.139407202,410359,1.139407202,,0.8336,1.34658738,69.9254,83.8836,812.9510,1.58675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,meebie,0,1,7:46.598,7:47.588,23 Nov 2024,591,(V),-6994443511834809581,,Yes,https://www.speedrun.com/mc/runs/y4lpk63z,7,47,588,467588,990,0.99,466598,1.139460814,421494,1.109358615,,0.7442,1.133888551,66.1545,88.8983,812.8284,1.58734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,7:48.043,7:48.043,24 Apr 2025,439,(U),9061699410068612393,,Yes,https://www.youtube.com/watch?v=GoPCnP2PyWo&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=121,7,48,43,468043,0,0,468043,1.140569599,421494,1.110438108,,0.8029,1.140951529,71.2468,88.7346,810.2808,1.59947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇦🇿,KenanKardes,0,0,7:46.865,7:48.393,21 Aug 2025,320,(U),-11765461984395005,,Yes,https://www.youtube.com/watch?v=iKXaGZ3zmX8,7,48,393,468393,1528,1.528,466865,1.141422511,410359,1.141422511,,0.8521,1.362103691,71.1647,83.5126,808.3082,1.60886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇿,Kxpow,0,1,7:48.623,7:48.623,09 Jun 2025,393,(V),692932803524010650,,Yes,https://www.speedrun.com/mc/runs/zpo1xonm,7,48,623,468623,0,0,468623,1.141982995,421494,1.111814166,,0.8216,1.150014814,72.7316,88.5243,807.0057,1.61505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇪,v_strid,0,1,7:49.149,7:49.149,08 Jun 2025,394,(V),6117620716132541251,,Yes,https://www.speedrun.com/mc/runs/yw2qgp0y,7,49,149,469149,0,0,469149,1.1432648,421494,1.113062108,,0.8212,1.158292678,72.5372,88.3318,804.0086,1.62931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,zylenox,0,0,7:49.391,7:49.391,06 May 2026,62,(U),unknown,,,https://www.youtube.com/watch?v=wJC3ok9Fln0,7,49,391,469391,0,0,469391,1.143854527,410359,1.143854527,,0.9695,1.381048501,80.5237,83.0591,802.6211,1.63591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,7:48.748,7:50.206,29 Feb 2024,859,(U),8277071365134778012,,Yes,https://www.youtube.com/watch?v=ktTRyL2JWz0,7,50,206,470206,1458,1.458,468748,1.145840593,421494,1.115569854,,0.6508,1.175096364,57.2344,87.9401,797.9084,1.65832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇬🇧,priffie,0,1,7:50.291,7:50.291,05 Jun 2024,762,(V),6555576914548637179,,Yes,https://www.speedrun.com/mc/runs/ywg2ldnz,7,50,291,470291,0,0,470291,1.146047729,421494,1.115771518,,0.6832,1.176457532,60.0570,87.9083,797.4134,1.66068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,7:50.670,7:50.670,18 Nov 2024,596,(U),-1765111318942208381,,Yes,https://www.youtube.com/watch?v=JfVKj2Nz5vE&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=97,7,50,670,470670,0,0,470670,1.14697131,421494,1.1166707,,0.7423,1.182544732,65.1488,87.7660,795.1980,1.67121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,1,7:50.112,7:51.014,21 Jun 2023,1112,(V),291596226023214174,15,Yes,https://www.speedrun.com/mc/run/zgedgrvy,7,51,14,471014,902,0.902,470112,1.147809601,465828,1.011132864,,0.5735,0.6402908202,56.9447,99.2936,793.1756,1.68082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Jay12310,0,0,7:50.618,7:51.575,11 May 2026,57,(U),unknown,,,https://www.youtube.com/watch?v=XmFkaVjlP-k,7,51,575,471575,957,0.957,470618,1.149176697,410359,1.149176697,,0.9719,1.42335901,79.7389,82.0442,789.8542,1.69661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇦🇺,mikky_,0,1,7:51.104,7:51.620,19 Sep 2024,656,(V),-7641908410120115826,,Yes,https://www.speedrun.com/mc/runs/ydljp8jz,7,51,620,471620,516,0.516,471104,1.149286357,421494,1.118924587,,0.7204,1.197932711,62.9639,87.4057,789.5865,1.69789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇦🇺,blazem1nd,0,1,7:49.832,7:51.665,27 Jan 2026,161,(V),tbd,,,https://www.speedrun.com/mc/runs/yj7rg8dy,7,51,665,471665,1833,1.833,469832,1.149396017,410359,1.149396017,,0.9227,1.425127962,75.6593,82.0017,789.3186,1.69916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,7:51.826,7:51.826,25 Dec 2024,559,(U),-7679264656588706480,,Yes,https://www.youtube.com/watch?v=Nag0tKfRWgc&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=106,7,51,826,471826,0,0,471826,1.149788356,421494,1.119413325,,0.7562,1.201294094,66.0333,87.3269,788.3587,1.70372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Jay12310,0,0,7:52.032,7:52.032,04 Jun 2026,33,(U),unknown,,,https://www.youtube.com/watch?v=PAri1bj0Lq0,7,52,32,472032,0,0,472032,1.150290356,410359,1.150290356,,0.9836,1.432362356,80.4889,81.8279,787.1269,1.70958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Jay12310,0,0,7:52.961,7:52.961,14 Mar 2026,115,(U),unknown,,,https://www.youtube.com/watch?v=z39xlzHCJik,7,52,961,472961,0,0,472961,1.152554227,410359,1.152554227,,0.9441,1.450826522,76.8366,81.3842,781.5237,1.73622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,7:52.279,7:53.490,14 May 2024,784,(U),3412336035458832291,,Yes,https://www.youtube.com/watch?v=zY_QWRWxGE0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=20,7,53,490,473490,1211,1.211,472279,1.153843342,421494,1.123361187,,0.6757,1.228771162,58.5706,86.6809,778.2975,1.75157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,meebie,0,0,7:50.698,7:53.506,28 Jun 2025,374,(U),5748636184496198066,,Yes,https://www.youtube.com/watch?v=giuYrUlLBq8,7,53,506,473506,2808,2.808,470698,1.153882332,410359,1.153882332,,0.8294,1.461760304,67.2855,81.1213,778.1995,1.75203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇷,ulsahin,0,1,7:51.545,7:53.512,24 Oct 2025,256,(V),7066468390795139054,,Yes,https://www.speedrun.com/mc/runs/mr5kp38y,7,53,512,473512,1967,1.967,471545,1.153896954,410359,1.153896954,,0.8799,1.461881097,71.3723,81.1184,778.1628,1.75221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,7:52.863,7:53.548,27 Jan 2024,892,(U),-2273417716457818411,18,Yes,https://www.youtube.com/watch?v=E-qMOVRq0Go,7,53,548,473548,685,0.685,472863,1.153984682,421494,1.123498792,,0.6402,1.229739397,55.4771,86.6580,777.9422,1.75326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,7:45.964,7:53.929,23 Oct 2025,257,(U),5643603245218707817,,Yes,https://www.youtube.com/watch?v=zg_t8sgrqFk&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=147,7,53,929,473929,7965,7.965,465964,1.154913137,410359,1.154913137,,0.8794,1.470298727,71.1585,80.9159,775.6007,1.76440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,7:52.279,7:53.490,14 May 2024,784,(U),-3412336035458832291,,,https://www.youtube.com/watch?v=zY_QWRWxGE0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=20,7,53,490,473490,1211,1.211,472279,1.153843342,421494,1.123361187,,0.6757,1.228771162,58.5706,86.6809,778.2975,1.75157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Infume,0,0,7:53.848,7:53.848,23 Jul 2025,349,(U),unknown,,,https://www.youtube.com/watch?v=dpJWEh0YCUo&list=PLNlBsWHYU3zCJ5XoAac-T3YF54AvqfXXn&index=22,7,53,848,473848,0,0,473848,1.154715749,410359,1.154715749,,0.8399,1.468660167,67.9925,80.9553,776.0996,1.76202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇪,ANJOUU,0,1,7:54.143,7:54.143,28 Apr 2025,435,(V),5590192376632660897,,Yes,https://www.speedrun.com/mc/runs/y6j7vnpm,7,54,143,474143,0,0,474143,1.155434632,421494,1.124910438,,0.8045,1.239713335,69.5295,86.4228,774.2797,1.77068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇪,Blad_d,0,1,7:52.310,7:54.145,14 Apr 2025,449,(V),-4813633027442683952,,Yes,https://www.speedrun.com/mc/runs/zgj4w4dz,7,54,145,474145,1835,1.835,472310,1.155439505,421494,1.124915183,,0.7989,1.239746987,69.0439,86.4220,774.2673,1.77074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇭🇷,Mar1n,0,1,7:55.128,7:55.128,22 Jun 2025,380,(V),-7684621580507828677,,Yes,https://www.speedrun.com/mc/runs/m7lwl84y,7,55,128,475128,0,0,475128,1.157834969,410359,1.157834969,,0.8270,1.494750861,66.4275,80.3275,768.1452,1.79989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,meebie,0,0,7:55.456,7:55.456,07 Jun 2025,395,(U),3603293482983366385,,Yes,https://www.youtube.com/watch?v=caV9b4ltoSQ,7,55,456,475456,0,0,475456,1.158634269,421494,1.128025547,,0.8208,1.261990435,70.5019,85.8962,766.0827,1.80971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,zylenox,0,0,7:52.850,7:55.550,22 Apr 2025,441,(U),-4019650266393698573,,Yes,http://youtube.com/watch?v=aEZQAJ5LhgA&list=PLZ59bMb0zBUSR6W9smbN1LDkQJlGfPEUk&index=51,7,55,550,475550,2700,2.7,472850,1.158863337,421494,1.128248563,,0.8021,1.263599508,68.8683,85.8581,765.4899,1.81253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,pardonmc,0,1,7:55.683,7:55.683,17 Jul 2025,355,(V),6664192904935921173,,Yes,https://www.speedrun.com/mc/runs/yd4j7evy,7,55,683,475683,0,0,475683,1.159187443,410359,1.159187443,,0.8374,1.506195425,67.0324,80.0520,764.6497,1.81654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,7:55.287,7:55.883,22 Jun 2026,15,(U),unknown,,,https://www.youtube.com/watch?v=YVvICGLlzyw,7,55,883,475883,596,0.596,475287,1.159674821,410359,1.159674821,,0.9925,1.510339274,79.3548,79.9522,763.3831,1.82257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇰,Bloopy,0,0,7:52.588,7:55.999,02 Jun 2025,400,(U),-1088594931172127368,,,https://www.youtube.com/watch?v=lAD-2zBAaWk,7,55,999,475999,3411,3.411,472588,1.159957501,421494,1.129313822,,0.8187,1.271311775,70.1451,85.6754,762.6469,1.82608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇱,HDMICables,0,1,7:55.623,7:56.598,07 May 2025,426,(V),-2481499363875064100,,Yes,https://www.speedrun.com/mc/runs/yd437kxy,7,56,598,476598,975,0.975,475623,1.161417198,421494,1.130734957,,0.8082,1.281668709,69.0406,85.4297,758.8256,1.84430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,okshey,0,1,7:56.752,7:56.752,17 Feb 2026,140,(Q),-6419209590101822881,,,https://www.speedrun.com/mc/runs/yo8v370z,7,56,752,476752,0,0,476752,1.161792479,410359,1.161792479,,0.9324,1.528466072,74.1400,79.5158,757.8379,1.84901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇪,jason_n,0,0,7:56.903,7:56.903,16 May 2025,417,(U),8174323531600874073,,Yes,https://www.youtube.com/watch?v=mEjUzh-nDqI,7,56,903,476903,0,0,476903,1.16216045,421494,1.131458574,,0.8118,1.286972365,69.2497,85.3038,756.8674,1.85365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,7:56.326,7:58.380,20 Sep 2024,655,(U),-630318768044632099,,Yes,https://www.youtube.com/watch?v=5xFvTb5MDmQ&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=71,7,58,380,478380,2054,2.054,476326,1.165759737,421494,1.134962775,,0.7207,1.312945613,61.0352,84.6861,747.2657,1.89952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,1,7:57.023,7:57.023,14 Mar 2025,480,(V),5239949107527415069,,Yes,https://www.speedrun.com/mc/runs/y9pe59em,7,57,23,477023,0,0,477023,1.162452877,421494,1.131743275,,0.7866,1.289064634,67.0633,85.2541,756.0946,1.85733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇿🇦,Airpodsz,0,1,7:57.301,7:57.301,20 Oct 2025,260,(V),1950744630814396345,,Yes,https://www.speedrun.com/mc/runs/z175257z,7,57,301,477301,0,0,477301,1.163130332,410359,1.163130332,,0.8781,1.540020499,69.5781,79.2375,754.2994,1.86590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,sadekeppi,0,1,7:56.839,7:57.450,21 Feb 2025,501,(V),-8774410482674782880,,Yes,https://www.speedrun.com/mc/runs/zpkp2jvy,7,57,450,477450,611,0.611,476839,1.163493429,421494,1.132756338,,0.7784,1.296535286,66.2246,85.0766,753.3344,1.87051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Jay12310,0,0,7:57.965,7:57.965,25 Dec 2025,194,(U),unknown,,Yes,https://www.youtube.com/watch?v=Dsok_v8zWzA&list=PLZ59bMb0zBUSR6W9smbN1LDkQJlGfPEUk,7,57,965,477965,0,0,477965,1.164748428,410359,1.164748428,,0.9076,1.554102209,71.6048,78.8985,749.9834,1.88652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,mati_lopez,0,1,7:58.102,7:58.102,01 Mar 2025,493,(V),-7204778880031266135,,Yes,https://www.speedrun.com/mc/runs/z08d87jm,7,58,102,478102,0,0,478102,1.165082282,421494,1.134303217,,0.7815,1.308020071,66.2765,84.8034,749.0879,1.89080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇿,kohout135,0,1,7:57.901,7:58.328,16 Jun 2025,386,(V),505133867771410090,,Yes,https://www.speedrun.com/mc/runs/yd4epqwy,7,58,328,478328,427,0.427,477901,1.165633019,410359,1.165633019,,0.8245,1.561850271,64.8965,78.7119,747.6071,1.89788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇰,Bloopy,0,0,7:58.540,7:58.540,04 Feb 2025,518,(U),9020295482724158911,,,https://www.youtube.com/watch?v=rB_AjEUIYWE,7,58,540,478540,0,0,478540,1.16614964,421494,1.135342377,,0.7718,1.315788255,65.3104,84.6184,746.2139,1.90455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇦🇺,bigbigmongey,0,1,7:58.900,7:59.372,20 Oct 2025,260,(V),4336613090571479730,,Yes,https://www.speedrun.com/mc/runs/zn5kqqvz,7,59,372,479372,472,0.472,478900,1.168177133,410359,1.168177133,,0.8781,1.584331515,68.6413,78.1707,740.7072,1.93091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇦,dinonuggieboi,0,1,7:58.082,7:59.376,10 May 2025,423,(V),4495867891036383676,,Yes,https://www.speedrun.com/mc/runs/z16jpxwm,7,59,376,479376,1294,1.294,478082,1.16818688,421494,1.137325798,,0.8094,1.330734111,68.1991,84.2621,740.6806,1.93104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Infume,0,1,7:59.698,7:59.698,08 May 2025,425,(V),1457025420686153641,,Yes,https://www.speedrun.com/mc/runs/yd4634jy,7,59,698,479698,0,0,479698,1.168971559,421494,1.138089747,,0.8086,1.33653263,68.0191,84.1237,738.5328,1.94134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,0,7:59.882,8:00.035,19 Aug 2025,322,(U),-6415662147603823754,,,https://www.youtube.com/watch?v=WdnsDM7UisA,8,0,35,480035,153,0.153,479882,1.169792791,410359,1.169792791,,0.8513,1.59876171,66.2504,77.8234,736.2751,1.95216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇦🇺,bigbigmongey,0,1,7:58.808,8:00.202,05 May 2025,428,(V),1438072232147069823,,,https://www.speedrun.com/mc/runs/yd43n2xy,8,0,202,480202,1394,1.394,478808,1.170199752,421494,1.139285494,,0.8073,1.345655582,67.7412,83.9058,735.1526,1.95755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,watermelon1708,0,0,8:00.245,8:00.245,18 Mar 2026,111,(U),unknown,,,https://www.youtube.com/watch?v=P99-S3NPS-k,8,0,245,480245,0,0,480245,1.170304538,410359,1.170304538,,0.9460,1.603357361,73.5172,77.7128,734.8631,1.95894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇦🇹,Mescht,0,1,8:00.384,8:00.384,09 Apr 2025,454,(V),8206887781532841360,,Yes,https://www.speedrun.com/mc/runs/mko6ex3z,8,0,384,480384,0,0,480384,1.170643266,421494,1.139717291,,0.7969,1.348964129,66.8033,83.8268,733.9264,1.96344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,meebie,0,1,8:00.427,8:00.427,20 Apr 2024,808,(U),unknown,,,https://www.youtube.com/watch?v=lSiuiiMRays&list=PLaTJSsRuu2Ufk7cX7bUTt9V-IJxa8wqSM&index=14,8,0,427,480427,0,0,480427,1.170748052,421494,1.139819309,,0.6676,1.349746917,55.9540,83.8081,733.6363,1.96483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇪,ANJOUU,0,1,8:00.043,8:00.657,26 Mar 2024,833,(V),-2769968102088679777,,,https://www.speedrun.com/mc/runs/mew7698m,8,0,657,480657,614,0.614,480043,1.171308537,421494,1.140364987,,0.6594,1.353941071,55.1928,83.7078,732.0817,1.97230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇪,jason_n,0,0,8:00.870,8:00.870,15 Jun 2025,387,(U),see video,,,https://www.youtube.com/watch?v=WU1fSPhJGAk,8,0,870,480870,0,0,480870,1.171827595,410359,1.171827595,,0.8241,1.617106433,63.7682,77.3820,730.6379,1.97924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
